,match_id,PersonalIncome,HouseholdIncome,age,numkids,NumberInHousehold,DoInStage23-ContactlessDoor,DoInStage23-CurbsidePickup,DoInStage23-InStorePickup,DoInStage23-VisitRetail,DoInStage23-VisitRestaurant,PastYear-ECommerce-Frequency-PreparedFood,PastYear-ECommerce-Frequency-Groceries,PastYear-ECommerce-Frequency-OtherFood,PastYear-ECommerce-Frequency-PaperCleaning,PastYear-ECommerce-Frequency-Clothing,PastYear-ECommerce-Frequency-HomeOffice,PastYear-ECommerce-Frequency-Medication,PastYear-ECommerce-Frequency-ChildcareItems,May-InStore-Trips-PreparedFood,May-InStore-Trips-Groceries,May-InStore-Trips-OtherFood,May-InStore-Trips-PaperCleaning,May-InStore-Trips-Clothing,May-InStore-Trips-HomeOffice,May-InStore-Trips-Medication,May-InStore-Trips-ChildcareItems,May-InStore-Frequency-PreparedFood,May-InStore-Frequency-Groceries,May-InStore-Frequency-OtherFood,May-InStore-Frequency-PaperCleaning,May-InStore-Frequency-Clothing,May-InStore-Frequency-HomeOffice,May-InStore-Frequency-Medication,May-InStore-Frequency-ChildcareItems,May-ECommerce-Orders-PreparedFood,May-ECommerce-Orders-Groceries,May-ECommerce-Orders-OtherFood,May-ECommerce-Orders-PaperCleaning,May-ECommerce-Orders-Clothing,May-ECommerce-Orders-HomeOffice,May-ECommerce-Orders-Medication,May-ECommerce-Orders-ChildcareItems,May-ECommerce-Frequency-PreparedFood,May-ECommerce-Frequency-Groceries,May-ECommerce-Frequency-OtherFood,May-ECommerce-Frequency-PaperCleaning,May-ECommerce-Frequency-Clothing,May-ECommerce-Frequency-HomeOffice,May-ECommerce-Frequency-Medication,May-ECommerce-Frequency-ChildcareItems
3128,303,"$50,000 - $74,999","$75,000 - $99,999",25 - 34,2,4.0,4,5,4,4,4,Less than 1 time per month,About 1 time per week,Never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,1,2,0,0,0,0,0,0,No Response,No Response,Never,Less than 1 time per month,Almost never,Less than 1 time per month,Never,Almost never,2,0,0,1,1,1,0,0,No Response,Less than 1 time per week,Never,No Response,No Response,No Response,Less than 1 time per month,Less than 1 time per month
3129,304,"$15,000 - $24,999","$75,000 - $99,999",35 - 44,0,2.0,5,3,5,3,2,2 - 3 times per week,Almost never,Less than 1 time per month,Almost never,Less than 1 time per month,Less than 1 time per month,No Response,Almost never,4,4,0,0,0,0,0,0,No Response,No Response,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Almost never,Almost never,Almost never,1,0,-9998,-9998,-9998,-9998,-9998,-9998,No Response,Almost never,No Response,No Response,No Response,No Response,No Response,No Response
3130,305,"$75,000 - $99,999","$100,000 - $149,999",60 - 64,0,2.0,5,4,3,4,4,Less than 1 time per week,Never,Never,Never,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Never,2,2,2,-9998,0,0,2,-9998,No Response,No Response,No Response,No Response,Almost never,Almost never,No Response,No Response,2,0,0,-9998,2,2,-9998,1,No Response,Never,Almost never,No Response,No Response,No Response,No Response,No Response
3131,306,"$15,000 - $24,999","$15,000 - $24,999",25 - 34,0,2.0,2,4,2,5,4,About 1 time per week,Never,Never,Less than 1 time per week,Less than 1 time per week,Less than 1 time per month,Never,Never,2,4,0,2,0,0,2,0,No Response,No Response,Never,No Response,Less than 1 time per week,Almost never,No Response,Never,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
3132,307,"$50,000 - $74,999",No Response,75 - 84,0,1.0,4,1,1,5,4,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Almost never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never,0,2,-9998,-9998,-9998,-9998,-9998,-9998,About 1 time per week,No Response,No Response,No Response,No Response,No Response,No Response,No Response,0,0,0,2,1,0,1,0,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,No Response,No Response,Less than 1 time per month,No Response,No Response
3133,308,"$25,000 - $49,999","$100,000 - $149,999",45 - 54,0,3.0,2,5,5,2,1,Never,Never,Never,Almost never,Less than 1 time per month,Less than 1 time per month,Almost never,Never,1,8,1,-9998,0,-9998,4,-9998,No Response,No Response,No Response,No Response,Less than 1 time per month,No Response,No Response,No Response,1,0,0,0,0,0,0,0,No Response,Never,Never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Almost never,Never
3134,310,"Under $10,000","$15,000 - $24,999",65 - 74,0,2.0,1,4,5,5,5,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
3135,311,Prefer not to answer,Prefer not to answer,65 - 74,0,2.0,1,1,1,4,2,Less than 1 time per month,Almost never,Never,Almost never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never,4,4,0,2,0,0,2,0,No Response,No Response,Less than 1 time per week,No Response,Less than 1 time per month,Less than 1 time per week,No Response,Almost never,1,0,0,0,0,0,0,0,No Response,Less than 1 time per month,Almost never,Less than 1 time per month,Less than 1 time per month,Almost never,Less than 1 time per week,Almost never
3136,312,"$75,000 - $99,999",No Response,55 - 59,0,1.0,3,5,4,5,5,Never,Never,Never,Less than 1 time per month,Never,Almost never,Less than 1 time per month,Almost never,6,2,0,0,0,0,0,0,No Response,No Response,Almost never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Almost never,0,0,0,0,0,0,0,0,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Less than 1 time per month,Almost never
3137,313,"$75,000 - $99,999","$75,000 - $99,999",60 - 64,0,2.0,4,5,4,4,5,Less than 1 time per week,Never,Never,Never,Less than 1 time per month,Never,Less than 1 time per month,Never,2,0,0,0,0,0,0,0,No Response,Less than 1 time per week,Less than 1 time per week,No Response,No Response,No Response,No Response,No Response,0,3,0,2,0,0,0,0,Almost never,No Response,Almost never,No Response,Less than 1 time per week,Almost never,Less than 1 time per month,Less than 1 time per week
3138,314,"$25,000 - $49,999","$25,000 - $49,999",25 - 34,0,2.0,4,4,4,3,3,2 - 3 times per week,Never,Never,Less than 1 time per month,Less than 1 time per month,Almost never,Almost never,Never,6,2,0,2,0,0,0,0,No Response,No Response,Never,No Response,Almost never,Almost never,Almost never,Never,2,0,0,0,-9998,-9998,-9998,-9998,No Response,Almost never,Never,Almost never,No Response,No Response,No Response,No Response
3139,315,"$75,000 - $99,999","$100,000 - $149,999",35 - 44,0,2.0,4,2,4,2,2,Less than 1 time per month,Almost never,Never,Almost never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never,2,2,0,0,0,0,0,0,No Response,No Response,Almost never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never,1,0,-9998,-9998,-9998,-9998,-9998,-9998,No Response,Less than 1 time per month,No Response,No Response,No Response,No Response,No Response,No Response
3140,316,"$25,000 - $49,999",No Response,55 - 59,0,1.0,1,1,1,5,5,Less than 1 time per month,Never,Never,Never,Almost never,Never,Less than 1 time per month,Never,11,2,0,2,0,0,2,0,No Response,No Response,Less than 1 time per month,No Response,Less than 1 time per month,Less than 1 time per month,No Response,Almost never,2,0,0,0,0,0,0,0,No Response,Almost never,Never,Never,Almost never,Never,Less than 1 time per month,Never
3141,317,"$75,000 - $99,999",No Response,25 - 34,0,1.0,4,1,1,4,3,More than 5 times per week,More than 5 times per week,2 - 3 times per week,More than 5 times per week,More than 5 times per week,2 - 3 times per week,2 - 3 times per week,Less than 1 time per week,0,2,0,0,0,0,0,0,Never,No Response,Never,Never,Never,Never,Never,Never,2,0,0,0,0,0,0,0,No Response,Never,Never,Never,Never,Never,Never,Never
3142,318,"$100,000 - $149,999","$150,000 - $199,999",55 - 59,0,2.0,1,1,1,3,2,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,0,2,0,0,0,0,0,0,Less than 1 time per month,No Response,Never,Never,Almost never,Less than 1 time per month,Almost never,Never,0,0,0,0,0,0,0,0,Never,Never,Never,Almost never,Less than 1 time per month,Almost never,Never,Never
3143,319,"$75,000 - $99,999","$100,000 - $149,999",55 - 59,0,2.0,4,4,4,5,2,Less than 1 time per month,Never,Never,Never,Less than 1 time per month,Never,Less than 1 time per week,Never,4,4,0,0,0,0,2,0,No Response,No Response,Never,Less than 1 time per week,Never,Never,No Response,Never,1,0,0,0,0,0,0,0,No Response,Never,Never,Never,Never,Never,About 1 time per week,Never
3144,320,"$100,000 - $149,999","$100,000 - $149,999",45 - 54,2,4.0,3,4,4,4,4,Less than 1 time per week,Almost never,Never,Almost never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never,2,2,0,0,0,0,0,0,No Response,No Response,Never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Almost never,1,0,0,0,0,0,0,0,No Response,Almost never,Never,Never,Never,Never,Never,Never
3145,321,"$150,000 - $199,999","$200,000 or more",65 - 74,0,2.0,5,5,5,2,1,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per week,Less than 1 time per week,Less than 1 time per month,Almost never,Never,4,2,0,0,0,0,2,0,No Response,No Response,Less than 1 time per month,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,No Response,Almost never,2,1,0,2,1,1,-9998,0,No Response,No Response,Almost never,No Response,No Response,No Response,No Response,Almost never
3146,322,"$50,000 - $74,999","$50,000 - $74,999",25 - 34,1,4.0,5,5,4,2,2,Less than 1 time per month,Less than 1 time per month,Never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,8,2,0,0,0,0,0,2,No Response,No Response,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,No Response,1,0,0,-9998,1,0,0,1,No Response,Less than 1 time per week,Almost never,No Response,No Response,Less than 1 time per month,Less than 1 time per month,No Response
3147,323,"$75,000 - $99,999","$75,000 - $99,999",35 - 44,1,2.0,5,5,5,5,2,Almost never,Never,Almost never,Less than 1 time per month,Less than 1 time per week,Almost never,Less than 1 time per month,Less than 1 time per month,0,0,0,0,0,0,0,0,Less than 1 time per month,2 - 3 times per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Almost never,Less than 1 time per month,Less than 1 time per month,0,0,0,0,3,0,0,0,Less than 1 time per month,Never,Almost never,Less than 1 time per month,No Response,Almost never,Less than 1 time per month,Less than 1 time per month
3148,324,"$100,000 - $149,999",No Response,35 - 44,0,1.0,1,1,1,5,5,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,0,0,0,0,0,0,0,0,Never,Never,Never,Never,Never,Never,Never,Never
3149,325,"Under $10,000","$75,000 - $99,999",35 - 44,1,3.0,4,4,4,3,1,2 - 3 times per week,About 1 time per week,Less than 1 time per week,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per week,Less than 1 time per month,4,2,0,0,0,0,0,-9998,No Response,No Response,Less than 1 time per week,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per week,No Response,-9998,-9998,-9998,-9998,-9998,-9998,-9998,1,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
3150,326,Prefer not to answer,Prefer not to answer,55 - 59,2,4.0,5,3,5,5,5,Almost never,Less than 1 time per month,Never,Almost never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never,0,10,0,0,-9998,0,0,0,Less than 1 time per week,No Response,Less than 1 time per week,Less than 1 time per week,No Response,Less than 1 time per month,Less than 1 time per week,Almost never,0,0,0,0,5,0,0,0,Less than 1 time per week,Less than 1 time per month,Almost never,Almost never,No Response,Less than 1 time per month,Less than 1 time per week,Never
